Cadastro;Tipo;Cód. Terreno;Bairro - Código;Bairro - Nome;Logradouro - Código;Logradouro - Nome;Quadra;Lote;Número;Cep;Situação Cadastral
61042;Unidade;294730;12682;BAIRRO LIDER;149;PRESIDENTE EPITACIO;1;5;50;85.960-033;Ativo
61034;Unidade;294721;12682;BAIRRO LIDER;149;PRESIDENTE EPITACIO;1;4;40;85.960-033;Ativo
61026;Unidade;294713;12682;BAIRRO LIDER;149;PRESIDENTE EPITACIO;1;3;21;85.960-033;Ativo
61018;Unidade;294705;12682;BAIRRO LIDER;149;PRESIDENTE EPITACIO;1;2;20;85.960-033;Ativo
61000;Unidade;294691;12682;BAIRRO LIDER;149;PRESIDENTE EPITACIO;1;1;8;85.960-033;Ativo
60992;Unidade;294390;12682;BAIRRO LIDER;51;IRIO JACOB WELP;1;20;2086;85.960-055;Ativo
60984;Unidade;294381;12682;BAIRRO LIDER;51;IRIO JACOB WELP;1;19;2254;85.960-055;Ativo
60976;Unidade;294373;12682;BAIRRO LIDER;51;IRIO JACOB WELP;1;18;2242;85.960-055;Ativo
60968;Terreno;;12682;BAIRRO LIDER;51;IRIO JACOB WELP;1;17;S/N;85.960-055;Ativo
60950;Unidade;294365;12682;BAIRRO LIDER;149;PRESIDENTE EPITACIO;1;16;25;85.960-033;Ativo
60941;Unidade;294357;12682;BAIRRO LIDER;149;PRESIDENTE EPITACIO;1;15;35;85.960-033;Ativo
60933;Unidade;294349;12682;BAIRRO LIDER;149;PRESIDENTE EPITACIO;1;14;47;85.960-033;Ativo
60925;Unidade;294330;12682;BAIRRO LIDER;149;PRESIDENTE EPITACIO;1;13;59;85.960-033;Ativo
60917;Unidade;294322;12682;BAIRRO LIDER;149;PRESIDENTE EPITACIO;1;12;67;85.960-033;Ativo
60909;Unidade;294314;12682;BAIRRO LIDER;52;DEONATO SCHWAB;1;11;75;85.960-053;Ativo
60895;Unidade;294306;12682;BAIRRO LIDER;52;DEONATO SCHWAB;1;10;2233;85.960-053;Ativo
60887;Unidade;294292;12682;BAIRRO LIDER;52;DEONATO SCHWAB;1;9;2245;85.960-053;Ativo
60879;Unidade;294284;12682;BAIRRO LIDER;52;DEONATO SCHWAB;1;8;2255;85.960-053;Ativo
60860;Terreno;;12682;BAIRRO LIDER;52;DEONATO SCHWAB;1;7;;85.960-053;Ativo
60852;Unidade;294276;12682;BAIRRO LIDER;52;DEONATO SCHWAB;1;6;2279;85.960-053;Ativo
60844;Unidade;294250;12682;BAIRRO LIDER;165;SÃO ROQUE;1;5;70;85.960-029;Ativo
60836;Unidade;294241;12682;BAIRRO LIDER;165;SÃO ROQUE;1;4;58;85.960-029;Ativo
60828;Unidade;294233;12682;BAIRRO LIDER;165;SÃO ROQUE;1;3;46;85.960-029;Ativo
60810;Unidade;294225;12682;BAIRRO LIDER;165;SÃO ROQUE;1;2;36;85.960-029;Ativo
60801;Terreno;;12682;BAIRRO LIDER;51;IRIO JACOB WELP;1;1;;85.960-055;Ativo
60798;Unidade;294683;12682;BAIRRO LIDER;67;CONCORDIA;3;8;2266;85.960-051;Ativo
60780;Unidade;294675;12682;BAIRRO LIDER;67;CONCORDIA;3;7;2256;85.960-051;Ativo
60771;Unidade;294667;12682;BAIRRO LIDER;67;CONCORDIA;3;6;2244;85.960-051;Ativo
60763;Unidade;294659;12682;BAIRRO LIDER;67;CONCORDIA;3;5;2228;85.960-051;Ativo
60755;Unidade;294640;12682;BAIRRO LIDER;67;CONCORDIA;3;4;2218;85.960-051;Ativo
60747;Unidade;294632;12682;BAIRRO LIDER;149;PRESIDENTE EPITACIO;3;3;279;85.960-033;Ativo
60739;Unidade;294624;12682;BAIRRO LIDER;161;AYRTON SENNA;3;02/B;55;85.960-031;Ativo
60720;Unidade;294594;12682;BAIRRO LIDER;67;CONCORDIA;3;1;2280;85.960-051;Ativo
60712;Unidade;294586;12682;BAIRRO LIDER;52;DEONATO SCHWAB;2;20;2266;85.960-053;Ativo
60704;Unidade;294578;12682;BAIRRO LIDER;52;DEONATO SCHWAB;2;19;2254;85.960-053;Ativo
60690;Unidade;294560;12682;BAIRRO LIDER;52;DEONATO SCHWAB;2;18;2240;85.960-053;Ativo
60682;Unidade;294551;12682;BAIRRO LIDER;52;DEONATO SCHWAB;2;17;2230;85.960-053;Ativo
60666;Terreno;;12682;BAIRRO LIDER;149;PRESIDENTE EPITACIO;2;15;S/N;85.960-033;Ativo
60658;Unidade;294527;12682;BAIRRO LIDER;149;PRESIDENTE EPITACIO;2;14;165;85.960-033;Ativo
60640;Unidade;294519;12682;BAIRRO LIDER;149;PRESIDENTE EPITACIO;2;13;177;85.960-033;Ativo
60631;Unidade;294500;12682;BAIRRO LIDER;149;PRESIDENTE EPITACIO;2;12;189;85.960-033;Ativo
60623;Terreno;;12682;BAIRRO LIDER;67;CONCORDIA;2;11;S/N;85.960-051;Ativo
60615;Unidade;294497;12682;BAIRRO LIDER;67;CONCORDIA;2;10;2231;85.960-051;Ativo
60607;Unidade;294489;12682;BAIRRO LIDER;67;CONCORDIA;2;9;2243;85.960-051;Ativo
60593;Unidade;294470;12682;BAIRRO LIDER;67;CONCORDIA;2;8;2255;85.960-051;Ativo
60585;Unidade;294462;12682;BAIRRO LIDER;67;CONCORDIA;2;7;2267;85.960-051;Ativo
60577;Unidade;294454;12682;BAIRRO LIDER;67;CONCORDIA;2;6;2283;85.960-051;Ativo
60569;Unidade;294438;12682;BAIRRO LIDER;165;SÃO ROQUE;2;5;182;85.960-029;Ativo
60550;Terreno;;12682;BAIRRO LIDER;165;SÃO ROQUE;2;4;;85.960-029;Ativo
60542;Terreno;;12682;BAIRRO LIDER;165;SÃO ROQUE;2;3;;85.960-029;Ativo
60534;Unidade;294420;12682;BAIRRO LIDER;165;SÃO ROQUE;2;2;148;85.960-029;Ativo
60526;Unidade;294403;12682;BAIRRO LIDER;52;DEONATO SCHWAB;2;1;2278;85.960-053;Ativo
60518;Terreno;;12682;BAIRRO LIDER;50;PRESIDENTE COSTA E SILVA;1;1;S/N;85.960-059;Ativo
60496;Unidade;294187;12682;BAIRRO LIDER;50;PRESIDENTE COSTA E SILVA;1;13;2218;85.960-059;Ativo
60470;Unidade;294179;12682;BAIRRO LIDER;50;PRESIDENTE COSTA E SILVA;1;11;2190;85.960-059;Ativo
60461;Unidade;294160;12682;BAIRRO LIDER;125;PARA;1;10;1753;85.960-035;Ativo
60453;Unidade;294152;12682;BAIRRO LIDER;125;PARA;1;9;1757;85.960-035;Ativo
60445;Terreno;;12682;BAIRRO LIDER;125;PARA;1;8;S/N;85.960-035;Ativo
60437;Terreno;;12682;BAIRRO LIDER;51;IRIO JACOB WELP;1;7;S/N;85.960-055;Ativo
60429;Unidade;294144;12682;BAIRRO LIDER;51;IRIO JACOB WELP;1;6;2193;85.960-055;Ativo
60410;Terreno;;12682;BAIRRO LIDER;51;IRIO JACOB WELP;1;5;S/N;85.960-055;Ativo
60402;Terreno;;12682;BAIRRO LIDER;51;IRIO JACOB WELP;1;4;2205;85.960-055;Ativo
60399;Unidade;294128;12682;BAIRRO LIDER;51;IRIO JACOB WELP;1;3;2205;85.960-055;Ativo
60380;Unidade;294136;12682;BAIRRO LIDER;51;IRIO JACOB WELP;1;2;2243;85.960-055;Ativo
60372;Unidade;294101;12682;BAIRRO LIDER;48;MARECHAL DEODORO;263;13;2222;85.960-065;Ativo
60364;Unidade;294098;12682;BAIRRO LIDER;48;MARECHAL DEODORO;263;12;2210;85.960-065;Ativo
60356;Unidade;294071;12682;BAIRRO LIDER;48;MARECHAL DEODORO;263;11;2180;85.960-065;Ativo
60348;Unidade;294063;12682;BAIRRO LIDER;125;PARA;263;10;1473;85.960-035;Ativo
60330;Unidade;294055;12682;BAIRRO LIDER;125;PARA;263;9;1463;85.960-035;Ativo
60321;Unidade;294047;12682;BAIRRO LIDER;125;PARA;263;8;1495;85.960-035;Ativo
60313;Unidade;294039;12682;BAIRRO LIDER;125;PARA;263;7;1489;85.960-035;Ativo
60305;Terreno;;12682;BAIRRO LIDER;125;PARA;263;6;S/N;85.960-035;Ativo
60291;Unidade;294020;12682;BAIRRO LIDER;125;PARA;263;5;1507;85.960-035;Ativo
60283;Terreno;;12682;BAIRRO LIDER;125;PARA;263;4;S/N;85.960-035;Ativo
60275;Terreno;;12682;BAIRRO LIDER;49;31 DE MARCO;263;3;S/N;85.960-063;Ativo
60267;Unidade;294012;12682;BAIRRO LIDER;49;31 DE MARCO;263;2;S/N;85.960-063;Ativo
60259;Unidade;294012;12682;BAIRRO LIDER;49;31 DE MARCO;263;2;S/N;85.960-063;Ativo
60240;Unidade;294110;12682;BAIRRO LIDER;49;31 DE MARCO;263;02/A;2229;85.960-063;Ativo
60232;Unidade;294004;12682;BAIRRO LIDER;48;MARECHAL DEODORO;263;1;S/N;85.960-065;Ativo
60224;Unidade;293814;12682;BAIRRO LIDER;161;AYRTON SENNA;3;5;S/N;85.960-031;Ativo
60216;Unidade;293806;12682;BAIRRO LIDER;161;AYRTON SENNA;3;4;133;85.960-031;Ativo
60208;Unidade;293792;12682;BAIRRO LIDER;161;AYRTON SENNA;3;03/A;145;85.960-031;Ativo
60194;Unidade;293784;12682;BAIRRO LIDER;161;AYRTON SENNA;3;3;195;85.960-031;Ativo
60186;Unidade;293776;12682;BAIRRO LIDER;123;PORTO ALEGRE;3;2;2100;85.960-017;Ativo
60160;Terreno;;12682;BAIRRO LIDER;67;CONCORDIA;3;8;;85.960-051;Ativo
60151;Unidade;293750;12682;BAIRRO LIDER;67;CONCORDIA;3;7;;85.960-051;Ativo
60143;Unidade;293750;12682;BAIRRO LIDER;67;CONCORDIA;3;7;2328;85.960-051;Ativo
60135;Unidade;293741;12682;BAIRRO LIDER;67;CONCORDIA;3;6;2310;85.960-051;Ativo
60127;Unidade;293741;12682;BAIRRO LIDER;67;CONCORDIA;3;6;2310;85.960-051;Ativo
60119;Unidade;293733;12682;BAIRRO LIDER;52;DEONATO SCHWAB;2;17;2370;85.960-053;Ativo
60100;Unidade;293725;12682;BAIRRO LIDER;52;DEONATO SCHWAB;2;16;S/N;85.960-053;Ativo
60097;Unidade;293717;12682;BAIRRO LIDER;52;DEONATO SCHWAB;2;15;2344;85.960-053;Ativo
60089;Unidade;293709;12682;BAIRRO LIDER;52;DEONATO SCHWAB;2;14;2152;85.960-053;Ativo
60070;Unidade;293695;12682;BAIRRO LIDER;52;DEONATO SCHWAB;2;13;2320;85.960-053;Ativo
60062;Unidade;293687;12682;BAIRRO LIDER;52;DEONATO SCHWAB;2;12;2308;85.960-053;Ativo
60054;Unidade;293679;12682;BAIRRO LIDER;67;CONCORDIA;2;08/09/10/11;2341;85.960-051;Ativo
60046;Unidade;293660;12682;BAIRRO LIDER;67;CONCORDIA;2;7;2355;85.960-051;Ativo
60038;Unidade;293652;12682;BAIRRO LIDER;67;CONCORDIA;2;6;2189;85.960-051;Ativo
60020;Unidade;293644;12682;BAIRRO LIDER;67;CONCORDIA;2;05/A;2381;85.960-051;Ativo
60011;Unidade;293636;12682;BAIRRO LIDER;123;PORTO ALEGRE;2;5;S/N;85.960-017;Ativo
60003;Unidade;293628;12682;BAIRRO LIDER;123;PORTO ALEGRE;2;4;2006;85.960-017;Ativo
59994;Terreno;;12682;BAIRRO LIDER;123;PORTO ALEGRE;2;3;S/N;85.960-017;Ativo
59986;Unidade;293601;12682;BAIRRO LIDER;123;PORTO ALEGRE;2;01/A;1970;85.960-017;Ativo
59960;Unidade;293580;12682;BAIRRO LIDER;51;IRIO JACOB WELP;1;15;2164;85.960-055;Ativo
59951;Unidade;293571;12682;BAIRRO LIDER;51;IRIO JACOB WELP;1;14;2330;85.960-055;Ativo
59943;Unidade;293563;12682;BAIRRO LIDER;51;IRIO JACOB WELP;1;13;2140;85.960-055;Ativo
59935;Unidade;293555;12682;BAIRRO LIDER;51;IRIO JACOB WELP;1;12;S/N;85.960-055;Ativo
59927;Unidade;293547;12682;BAIRRO LIDER;52;DEONATO SCHWAB;1;11;2305;85.960-053;Ativo
59919;Terreno;;12682;BAIRRO LIDER;52;DEONATO SCHWAB;1;10;;85.960-053;Ativo
59900;Terreno;;12682;BAIRRO LIDER;52;DEONATO SCHWAB;1;9;;85.960-053;Ativo
59897;Unidade;293539;12682;BAIRRO LIDER;52;DEONATO SCHWAB;1;8;S/N;85.960-053;Ativo
59889;Unidade;293520;12682;BAIRRO LIDER;52;DEONATO SCHWAB;1;7;2357;85.960-053;Ativo
59870;Unidade;293512;12682;BAIRRO LIDER;52;DEONATO SCHWAB;1;6;2369;85.960-053;Ativo
59862;Unidade;293490;12682;BAIRRO LIDER;123;PORTO ALEGRE;1;5;1900;85.960-017;Ativo
59854;Unidade;293482;12682;BAIRRO LIDER;123;PORTO ALEGRE;1;4;1884;85.960-017;Ativo
59846;Unidade;293474;12682;BAIRRO LIDER;123;PORTO ALEGRE;1;3;1870;85.960-017;Ativo
59811;Unidade;293318;12698;BAIRRO ESPIGAO;44;INDEPENDENCIA;2;19;2370;85.960-106;Ativo
59803;Unidade;293300;12698;BAIRRO ESPIGAO;44;INDEPENDENCIA;2;18;2358;85.960-106;Ativo
59790;Unidade;293296;12698;BAIRRO ESPIGAO;44;INDEPENDENCIA;2;17;S/N;85.960-106;Ativo
59781;Unidade;293288;12698;BAIRRO ESPIGAO;44;INDEPENDENCIA;2;16;2334;85.960-106;Ativo
59773;Unidade;293270;12698;BAIRRO ESPIGAO;44;INDEPENDENCIA;2;15;2324;85.960-106;Ativo
59757;Unidade;293261;12698;BAIRRO ESPIGAO;44;INDEPENDENCIA;2;13/C;2300;85.960-106;Ativo
59749;Unidade;293210;12698;BAIRRO ESPIGAO;45;DOM PEDRO I;2;12/D;1183;85.960-108;Ativo
59722;Unidade;293202;12698;BAIRRO ESPIGAO;45;DOM PEDRO I;2;10;2323;85.960-108;Ativo
59714;Unidade;293199;12698;BAIRRO ESPIGAO;45;DOM PEDRO I;2;9;2333;85.960-108;Ativo
59706;Unidade;293180;12698;BAIRRO ESPIGAO;45;DOM PEDRO I;2;8;2345;85.960-108;Ativo
59692;Unidade;293172;12698;BAIRRO ESPIGAO;45;DOM PEDRO I;2;7;2359;85.960-108;Ativo
59684;Unidade;293164;12698;BAIRRO ESPIGAO;45;DOM PEDRO I;2;6;2373;85.960-108;Ativo
59676;Terreno;;12698;BAIRRO ESPIGAO;45;DOM PEDRO I;2;05/A;S/N;85.960-108;Ativo
59641;Unidade;293148;12698;BAIRRO ESPIGAO;123;PORTO ALEGRE;2;3;1138;85.960-070;Ativo
59633;Unidade;293130;12698;BAIRRO ESPIGAO;123;PORTO ALEGRE;2;2;1128;85.960-070;Ativo
59625;Unidade;293113;12698;BAIRRO ESPIGAO;123;PORTO ALEGRE;2;1;1100;85.960-070;Ativo
59617;Terreno;;12698;BAIRRO ESPIGAO;40;MARIPA;1;19;S/N;85.960-104;Ativo
59609;Terreno;;12698;BAIRRO ESPIGAO;40;MARIPA;1;18;S/N;85.960-104;Ativo
59595;Terreno;;12698;BAIRRO ESPIGAO;40;MARIPA;1;17;S/N;85.960-104;Ativo
59587;Terreno;;12698;BAIRRO ESPIGAO;40;MARIPA;1;16;S/N;85.960-104;Ativo
59544;Unidade;293059;12698;BAIRRO ESPIGAO;44;INDEPENDENCIA;1;12;2299;85.960-106;Ativo
59536;Unidade;293040;12698;BAIRRO ESPIGAO;44;INDEPENDENCIA;1;11;2309;85.960-106;Ativo
59528;Unidade;293032;12698;BAIRRO ESPIGAO;44;INDEPENDENCIA;1;10;2323;85.960-106;Ativo
59501;Unidade;293024;12698;BAIRRO ESPIGAO;44;INDEPENDENCIA;1;8;2345;85.960-106;Ativo
59498;Unidade;293016;12698;BAIRRO ESPIGAO;44;INDEPENDENCIA;1;7;2355;85.960-106;Ativo
59480;Unidade;293008;12698;BAIRRO ESPIGAO;44;INDEPENDENCIA;1;6;2369;85.960-106;Ativo
59471;Unidade;292990;12698;BAIRRO ESPIGAO;44;INDEPENDENCIA;1;5;2383;85.960-106;Ativo
59455;Unidade;292982;12698;BAIRRO ESPIGAO;123;PORTO ALEGRE;1;3;1022;85.960-070;Ativo
59439;Terreno;;12698;BAIRRO ESPIGAO;40;MARIPA;1;1;S/N;85.960-104;Ativo
59420;Unidade;292974;12682;BAIRRO LIDER;158;CAPITAO;6;1;76;85.960-061;Ativo
59412;Unidade;292966;12682;BAIRRO LIDER;158;CAPITAO;6;12;66;85.960-061;Ativo
59404;Unidade;292958;12682;BAIRRO LIDER;158;CAPITAO;6;11;56;85.960-061;Ativo
59390;Unidade;292940;12682;BAIRRO LIDER;158;CAPITAO;6;10;48;85.960-061;Ativo
59382;Unidade;292931;12682;BAIRRO LIDER;123;PORTO ALEGRE;6;9;1629;85.960-017;Ativo
59374;Unidade;292923;12682;BAIRRO LIDER;123;PORTO ALEGRE;6;8;1643;85.960-017;Ativo
59366;Unidade;292915;12682;BAIRRO LIDER;123;PORTO ALEGRE;6;06/jul;1649;85.960-017;Ativo
59340;Unidade;292893;12682;BAIRRO LIDER;233;LAJEADO;6;5;2445;85.960-023;Ativo
59331;Unidade;292885;12682;BAIRRO LIDER;233;LAJEADO;6;4;51;85.960-023;Ativo
59323;Unidade;292877;12682;BAIRRO LIDER;233;LAJEADO;6;3;55;85.960-023;Ativo
59315;Unidade;292869;12682;BAIRRO LIDER;233;LAJEADO;6;2;75;85.960-023;Ativo
59307;Unidade;292850;12682;BAIRRO LIDER;233;LAJEADO;7;1;76;85.960-023;Ativo
59293;Unidade;292842;12682;BAIRRO LIDER;233;LAJEADO;7;12;64;85.960-023;Ativo
59285;Unidade;292834;12682;BAIRRO LIDER;233;LAJEADO;7;11;2446;85.960-023;Ativo
59277;Unidade;292826;12682;BAIRRO LIDER;233;LAJEADO;7;10;2436;85.960-023;Ativo
59269;Terreno;;12682;BAIRRO LIDER;123;PORTO ALEGRE;7;9;;85.960-017;Ativo
59250;Unidade;292818;12682;BAIRRO LIDER;123;PORTO ALEGRE;7;8;1693;85.960-017;Ativo
59242;Unidade;292800;12682;BAIRRO LIDER;123;PORTO ALEGRE;7;7;1703;85.960-017;Ativo
59234;Unidade;292796;12682;BAIRRO LIDER;123;PORTO ALEGRE;7;6;1711;85.960-017;Ativo
59226;Unidade;292788;12682;BAIRRO LIDER;234;CANOAS;7;5;45;85.960-025;Ativo
59218;Unidade;292770;12682;BAIRRO LIDER;234;CANOAS;7;4;55;85.960-025;Ativo
59200;Unidade;292761;12682;BAIRRO LIDER;234;CANOAS;7;3;S/N;85.960-025;Ativo
59196;Unidade;292753;12682;BAIRRO LIDER;234;CANOAS;7;2;75;85.960-025;Ativo
59188;Unidade;292745;12682;BAIRRO LIDER;234;CANOAS;8;1;76;85.960-025;Ativo
59170;Unidade;292737;12682;BAIRRO LIDER;234;CANOAS;8;10;66;85.960-025;Ativo
59161;Terreno;;12682;BAIRRO LIDER;234;CANOAS;8;9;;85.960-025;Ativo
59153;Unidade;292729;12682;BAIRRO LIDER;234;CANOAS;8;8;46;85.960-025;Ativo
59145;Unidade;292710;12682;BAIRRO LIDER;123;PORTO ALEGRE;8;7;1743;85.960-017;Ativo
59137;Unidade;292702;12682;BAIRRO LIDER;123;PORTO ALEGRE;8;6;1755;85.960-017;Ativo
59129;Unidade;292699;12682;BAIRRO LIDER;51;IRIO JACOB WELP;8;04/05/A;2423;85.960-055;Ativo
59110;Unidade;292680;12682;BAIRRO LIDER;51;IRIO JACOB WELP;8;04/mai;2437;85.960-055;Ativo
59102;Unidade;292672;12682;BAIRRO LIDER;51;IRIO JACOB WELP;8;3;2449;85.960-055;Ativo
59099;Unidade;292664;12682;BAIRRO LIDER;51;IRIO JACOB WELP;8;2;2467;85.960-055;Ativo
59080;Terreno;;12682;BAIRRO LIDER;146;VERDEN;8;14;;85.960-013;Ativo
59072;Unidade;292656;12682;BAIRRO LIDER;146;VERDEN;8;13;S/N;85.960-013;Ativo
59064;Unidade;292648;12682;BAIRRO LIDER;146;VERDEN;8;12;S/N;85.960-013;Ativo
59056;Unidade;292630;12682;BAIRRO LIDER;146;VERDEN;8;11;300;85.960-013;Ativo
59048;Unidade;292621;12682;BAIRRO LIDER;146;VERDEN;8;10;286;85.960-013;Ativo
59030;Unidade;292613;12682;BAIRRO LIDER;146;VERDEN;8;9;278;85.960-013;Ativo
59021;Unidade;292605;12682;BAIRRO LIDER;146;VERDEN;8;8;266;85.960-013;Ativo
59013;Unidade;292591;12682;BAIRRO LIDER;146;VERDEN;8;7;256;85.960-013;Ativo
59005;Unidade;292583;12682;BAIRRO LIDER;146;VERDEN;8;6;244;85.960-013;Ativo
58998;Unidade;292575;12682;BAIRRO LIDER;146;VERDEN;8;5;234;85.960-013;Ativo
58980;Unidade;292567;12682;BAIRRO LIDER;146;VERDEN;8;4;S/N;85.960-013;Ativo
58971;Unidade;292559;12682;BAIRRO LIDER;146;VERDEN;8;3;210;85.960-013;Ativo
58963;Unidade;292540;12682;BAIRRO LIDER;146;VERDEN;8;2;200;85.960-013;Ativo
58947;Unidade;292532;12682;BAIRRO LIDER;146;VERDEN;8;1;188;85.960-013;Ativo
58939;Unidade;292516;12682;BAIRRO LIDER;48;MARECHAL DEODORO;3;1;2466;85.960-065;Ativo
58920;Unidade;292508;12682;BAIRRO LIDER;48;MARECHAL DEODORO;3;12;2456;85.960-065;Ativo
58912;Unidade;292494;12682;BAIRRO LIDER;48;MARECHAL DEODORO;3;11;2444;85.960-065;Ativo
58904;Unidade;292486;12682;BAIRRO LIDER;48;MARECHAL DEODORO;3;10;2436;85.960-065;Ativo
58890;Unidade;292478;12682;BAIRRO LIDER;123;PORTO ALEGRE;3;9;1457;85.960-017;Ativo
58882;Unidade;292460;12682;BAIRRO LIDER;123;PORTO ALEGRE;3;8;1467;85.960-017;Ativo
58874;Unidade;292451;12682;BAIRRO LIDER;123;PORTO ALEGRE;3;7;1479;85.960-017;Ativo
58866;Unidade;292443;12682;BAIRRO LIDER;123;PORTO ALEGRE;3;6;1493;85.960-017;Ativo
58858;Unidade;292435;12682;BAIRRO LIDER;231;ARROIO DO MEIO;3;5;45;85.960-021;Ativo
58840;Unidade;292427;12682;BAIRRO LIDER;231;ARROIO DO MEIO;3;4;55;85.960-021;Ativo
58831;Unidade;292419;12682;BAIRRO LIDER;231;ARROIO DO MEIO;3;3;65;85.960-021;Ativo
58823;Unidade;292400;12682;BAIRRO LIDER;231;ARROIO DO MEIO;3;2;75;85.960-021;Ativo
58815;Unidade;292397;12682;BAIRRO LIDER;231;ARROIO DO MEIO;4;1;74;85.960-021;Ativo
58807;Unidade;292389;12682;BAIRRO LIDER;231;ARROIO DO MEIO;4;12;66;85.960-021;Ativo
58793;Unidade;292370;12682;BAIRRO LIDER;231;ARROIO DO MEIO;4;11;54;85.960-021;Ativo
58777;Terreno;;12682;BAIRRO LIDER;123;PORTO ALEGRE;4;9;;85.960-017;Ativo
58769;Unidade;292362;12682;BAIRRO LIDER;123;PORTO ALEGRE;4;8;1525;85.960-017;Ativo
58750;Unidade;292354;12682;BAIRRO LIDER;123;PORTO ALEGRE;4;7;1537;85.960-017;Ativo
58734;Terreno;;12682;BAIRRO LIDER;49;31 DE MARCO;4;5;S/N;85.960-063;Ativo
58726;Unidade;292346;12682;BAIRRO LIDER;49;31 DE MARCO;4;4;S/N;85.960-063;Ativo
58718;Unidade;292338;12682;BAIRRO LIDER;49;31 DE MARCO;4;3;2455;85.960-063;Ativo
58700;Unidade;292320;12682;BAIRRO LIDER;49;31 DE MARCO;4;2;2465;85.960-063;Ativo
58696;Unidade;292311;12682;BAIRRO LIDER;49;31 DE MARCO;5;1;2464;85.960-063;Ativo
58688;Unidade;292303;12682;BAIRRO LIDER;49;31 DE MARCO;5;12;2458;85.960-063;Ativo
58670;Unidade;292290;12682;BAIRRO LIDER;49;31 DE MARCO;5;11;2444;85.960-063;Ativo
58661;Unidade;292281;12682;BAIRRO LIDER;49;31 DE MARCO;5;10;2436;85.960-063;Ativo
58653;Unidade;292273;12682;BAIRRO LIDER;123;PORTO ALEGRE;5;9;1567;85.960-017;Ativo
58645;Unidade;292265;12682;BAIRRO LIDER;123;PORTO ALEGRE;5;8;1585;85.960-017;Ativo
58637;Unidade;292257;12682;BAIRRO LIDER;123;PORTO ALEGRE;5;7;1597;85.960-017;Ativo
58629;Unidade;292249;12682;BAIRRO LIDER;123;PORTO ALEGRE;5;6;1609;85.960-017;Ativo
58610;Unidade;292230;12682;BAIRRO LIDER;158;CAPITAO;5;5;45;85.960-061;Ativo
58602;Unidade;292222;12682;BAIRRO LIDER;158;CAPITAO;5;4;55;85.960-061;Ativo
58599;Unidade;292214;12682;BAIRRO LIDER;158;CAPITAO;5;3;65;85.960-061;Ativo
58580;Unidade;292206;12682;BAIRRO LIDER;158;CAPITAO;5;2;77;85.960-061;Ativo
58572;Unidade;292192;12682;BAIRRO LIDER;158;CAPITAO;9;14;87;85.960-061;Ativo
58564;Unidade;292184;12682;BAIRRO LIDER;146;VERDEN;9;13;160;85.960-013;Ativo
58556;Unidade;292176;12682;BAIRRO LIDER;146;VERDEN;9;12;150;85.960-013;Ativo
58548;Unidade;292168;12682;BAIRRO LIDER;146;VERDEN;9;11;140;85.960-013;Ativo
58530;Unidade;292150;12682;BAIRRO LIDER;146;VERDEN;9;10;128;85.960-013;Ativo
58521;Unidade;292141;12682;BAIRRO LIDER;146;VERDEN;9;9;116;85.960-013;Ativo
58505;Unidade;292133;12682;BAIRRO LIDER;146;VERDEN;9;7;92;85.960-013;Ativo
58491;Unidade;292125;12682;BAIRRO LIDER;146;VERDEN;9;6;84;85.960-013;Ativo
58483;Unidade;292117;12682;BAIRRO LIDER;146;VERDEN;9;5;74;85.960-013;Ativo
58475;Unidade;292109;12682;BAIRRO LIDER;146;VERDEN;9;4;64;85.960-013;Ativo
58467;Unidade;292095;12682;BAIRRO LIDER;146;VERDEN;9;3;50;85.960-013;Ativo
58432;Unidade;292087;12682;BAIRRO LIDER;48;MARECHAL DEODORO;9;01/fev;2484;85.960-065;Ativo
58424;Unidade;292087;12682;BAIRRO LIDER;48;MARECHAL DEODORO;9;01/fev;2484;85.960-065;Ativo
58416;Unidade;292079;12682;BAIRRO LIDER;46;15 DE NOVEMBRO;1;2;2446;85.960-067;Ativo
58408;Unidade;292060;12682;BAIRRO LIDER;46;15 DE NOVEMBRO;1;13;2456;85.960-067;Ativo
58394;Unidade;292052;12682;BAIRRO LIDER;46;15 DE NOVEMBRO;1;12;2428;85.960-067;Ativo
58386;Unidade;292044;12682;BAIRRO LIDER;46;15 DE NOVEMBRO;1;11;2436;85.960-067;Ativo
58378;Unidade;292036;12682;BAIRRO LIDER;123;PORTO ALEGRE;1;10;1335;85.960-017;Ativo
58360;Unidade;292028;12682;BAIRRO LIDER;123;PORTO ALEGRE;1;9;1345;85.960-017;Ativo
58351;Unidade;292010;12682;BAIRRO LIDER;123;PORTO ALEGRE;1;8;1357;85.960-017;Ativo
58343;Unidade;292001;12682;BAIRRO LIDER;123;PORTO ALEGRE;1;7;1367;85.960-017;Ativo
58335;Unidade;291994;12682;BAIRRO LIDER;230;ENCANTADO;1;6;47;85.960-019;Ativo
58327;Unidade;291986;12682;BAIRRO LIDER;230;ENCANTADO;1;5;55;85.960-019;Ativo
58319;Unidade;291978;12682;BAIRRO LIDER;230;ENCANTADO;1;4;65;85.960-019;Ativo
58300;Unidade;291960;12682;BAIRRO LIDER;230;ENCANTADO;1;3;75;85.960-019;Ativo
58297;Unidade;291951;12682;BAIRRO LIDER;230;ENCANTADO;2;1;76;85.960-019;Ativo
58289;Unidade;291943;12682;BAIRRO LIDER;230;ENCANTADO;2;12;66;85.960-019;Ativo
58270;Unidade;291935;12682;BAIRRO LIDER;230;ENCANTADO;2;11;56;85.960-019;Ativo
