Cadastro;Tipo;Cód. Terreno;Bairro - Código;Bairro - Nome;Logradouro - Código;Logradouro - Nome;Quadra;Lote;Número;Cep;Situação Cadastral
154903;Unidade;281069;12698;BAIRRO ESPIGAO;126;MARANHAO;3;01/A;248;85.960-078;Ativo
154890;Unidade;257346;12677;BAIRRO CENTRO;44;INDEPENDENCIA;136;01-B;1102;85.960-180;Ativo
154873;Unidade;374423;12698;BAIRRO ESPIGAO;44;INDEPENDENCIA;CHAC;R-33/E;1880;85.960-106;Ativo
154865;Unidade;354988;12688;BAIRRO VILA GAUCHA;17;TOCANTINS;1;19/A;5457;85.966-168;Ativo
154857;Unidade;294144;12682;BAIRRO LIDER;51;IRIO JACOB WELP;1;6;2193;85.960-055;Ativo
154849;Unidade;310484;12681;BAIRRO PRIMAVERA;180;PASTOR MARIO HORT;1;10;63;85.963-174;Ativo
154768;Unidade;374504;12689;BAIRRO BOA VISTA;12;RIO GRANDE DO SUL;CHAC;339;6764;85.966-438;Ativo
154733;Unidade;262706;12677;BAIRRO CENTRO;11;SANTA CATARINA;35;3;789;85.960-146;Ativo
154725;Unidade;262706;12677;BAIRRO CENTRO;11;SANTA CATARINA;35;3;789;85.960-146;Ativo
154717;Unidade;262706;12677;BAIRRO CENTRO;11;SANTA CATARINA;35;3;789;85.960-146;Ativo
154709;Unidade;262706;12677;BAIRRO CENTRO;11;SANTA CATARINA;35;3;789;85.960-146;Ativo
154695;Unidade;262706;12677;BAIRRO CENTRO;11;SANTA CATARINA;35;3;789;85.960-146;Ativo
154687;Unidade;262706;12677;BAIRRO CENTRO;11;SANTA CATARINA;35;3;795;85.960-146;Ativo
154652;Unidade;262706;12677;BAIRRO CENTRO;11;SANTA CATARINA;35;3;785;85.960-146;Ativo
154644;Unidade;262706;12677;BAIRRO CENTRO;11;SANTA CATARINA;35;3;783;85.960-146;Ativo
154636;Unidade;332127;12677;BAIRRO CENTRO;14;GOIAS;16;03/A;410;85.960-152;Ativo
154628;Terreno;;12677;BAIRRO CENTRO;37;7 DE SETEMBRO;162;8;;85.960-170;Ativo
154610;Unidade;254460;12677;BAIRRO CENTRO;37;7 DE SETEMBRO;162;08/A;1416;85.960-170;Ativo
154547;Unidade;261122;12677;BAIRRO CENTRO;9;SAO PAULO;92;08/dez;788;85.960-142;Ativo
154539;Unidade;309079;12681;BAIRRO PRIMAVERA;51;IRIO JACOB WELP;42;13;3357;85.963-192;Ativo
154520;Unidade;345768;12688;BAIRRO VILA GAUCHA;8;RIO DE JANEIRO;6;03/A;;85.966-192;Ativo
154512;Unidade;345741;12688;BAIRRO VILA GAUCHA;8;RIO DE JANEIRO;6;2;5409;85.966-192;Ativo
154504;Unidade;345733;12688;BAIRRO VILA GAUCHA;8;RIO DE JANEIRO;6;1;5443;85.966-192;Ativo
154490;Terreno;;12688;BAIRRO VILA GAUCHA;8;RIO DE JANEIRO;5;1;;85.966-192;Ativo
154474;Terreno;;12688;BAIRRO VILA GAUCHA;8;RIO DE JANEIRO;4;11;;85.966-192;Ativo
154466;Unidade;345725;12688;BAIRRO VILA GAUCHA;8;RIO DE JANEIRO;4;10;5510;85.966-192;Ativo
154458;Unidade;345695;12688;BAIRRO VILA GAUCHA;91;ARI BRANCO DA ROSA;4;9;989;85.966-220;Ativo
154440;Unidade;345687;12688;BAIRRO VILA GAUCHA;91;ARI BRANCO DA ROSA;4;8;1003;85.966-220;Ativo
154431;Unidade;345679;12688;BAIRRO VILA GAUCHA;91;ARI BRANCO DA ROSA;4;7;1015;85.966-220;Ativo
154423;Unidade;345660;12688;BAIRRO VILA GAUCHA;91;ARI BRANCO DA ROSA;4;6;1025;85.966-220;Ativo
154415;Unidade;345652;12688;BAIRRO VILA GAUCHA;91;ARI BRANCO DA ROSA;4;5;1037;85.966-220;Ativo
154407;Unidade;345644;12688;BAIRRO VILA GAUCHA;91;ARI BRANCO DA ROSA;4;4;1051;85.966-220;Ativo
154393;Unidade;345636;12688;BAIRRO VILA GAUCHA;7;ESPIRITO SANTO;4;3;5489;85.966-198;Ativo
154385;Unidade;345610;12688;BAIRRO VILA GAUCHA;7;ESPIRITO SANTO;4;2;5521;85.966-198;Ativo
154377;Unidade;345601;12688;BAIRRO VILA GAUCHA;7;ESPIRITO SANTO;4;1;5535;85.966-198;Ativo
154369;Unidade;345598;12688;BAIRRO VILA GAUCHA;91;ARI BRANCO DA ROSA;3;22;1050;85.966-220;Ativo
154350;Unidade;345580;12688;BAIRRO VILA GAUCHA;91;ARI BRANCO DA ROSA;3;21;1038;85.966-220;Ativo
154342;Unidade;345571;12688;BAIRRO VILA GAUCHA;91;ARI BRANCO DA ROSA;3;20;1026;85.966-220;Ativo
154334;Unidade;345563;12688;BAIRRO VILA GAUCHA;91;ARI BRANCO DA ROSA;3;19;1014;85.966-220;Ativo
154326;Unidade;345555;12688;BAIRRO VILA GAUCHA;91;ARI BRANCO DA ROSA;3;18;1000;85.966-220;Ativo
154318;Terreno;;12688;BAIRRO VILA GAUCHA;91;ARI BRANCO DA ROSA;3;17;;85.966-220;Ativo
154300;Unidade;345547;12688;BAIRRO VILA GAUCHA;8;RIO DE JANEIRO;3;16;5452;85.966-192;Ativo
154296;Terreno;;12688;BAIRRO VILA GAUCHA;8;RIO DE JANEIRO;3;15;;85.966-192;Ativo
154288;Unidade;345539;12688;BAIRRO VILA GAUCHA;8;RIO DE JANEIRO;3;14;5410;85.966-192;Ativo
154270;Unidade;345520;12688;BAIRRO VILA GAUCHA;8;RIO DE JANEIRO;3;13;5396;85.966-192;Ativo
154261;Unidade;345504;12688;BAIRRO VILA GAUCHA;93;AMIR DALLA VECCHIA;3;12;977;85.966-218;Ativo
154253;Unidade;345490;12688;BAIRRO VILA GAUCHA;93;AMIR DALLA VECCHIA;3;11;989;85.966-218;Ativo
154245;Unidade;345482;12688;BAIRRO VILA GAUCHA;93;AMIR DALLA VECCHIA;3;10;1001;85.966-218;Ativo
154237;Unidade;345474;12688;BAIRRO VILA GAUCHA;93;AMIR DALLA VECCHIA;3;9;1015;85.966-218;Ativo
154229;Unidade;345466;12688;BAIRRO VILA GAUCHA;93;AMIR DALLA VECCHIA;3;8;1025;85.966-218;Ativo
154210;Unidade;345458;12688;BAIRRO VILA GAUCHA;93;AMIR DALLA VECCHIA;3;7;1037;85.966-218;Ativo
154202;Unidade;345440;12688;BAIRRO VILA GAUCHA;93;AMIR DALLA VECCHIA;3;6;1049;85.966-218;Ativo
154199;Unidade;345431;12688;BAIRRO VILA GAUCHA;93;AMIR DALLA VECCHIA;3;5;1063;85.966-218;Ativo
154180;Unidade;345423;12688;BAIRRO VILA GAUCHA;7;ESPIRITO SANTO;3;4;5397;85.966-198;Ativo
154164;Unidade;345415;12688;BAIRRO VILA GAUCHA;7;ESPIRITO SANTO;3;2;5423;85.966-198;Ativo
154156;Unidade;345393;12688;BAIRRO VILA GAUCHA;7;ESPIRITO SANTO;3;1;5455;85.966-198;Ativo
154148;Unidade;345326;12688;BAIRRO VILA GAUCHA;93;AMIR DALLA VECCHIA;2;7;1099;85.966-218;Ativo
154130;Unidade;345296;12688;BAIRRO VILA GAUCHA;93;AMIR DALLA VECCHIA;2;6;1109;85.966-218;Ativo
154121;Unidade;345288;12688;BAIRRO VILA GAUCHA;7;ESPIRITO SANTO;2;5;5398;85.966-198;Ativo
154113;Unidade;345270;12688;BAIRRO VILA GAUCHA;7;ESPIRITO SANTO;2;4;5408;85.966-198;Ativo
154105;Unidade;345253;12688;BAIRRO VILA GAUCHA;7;ESPIRITO SANTO;2;3;5424;85.966-198;Ativo
154091;Unidade;345237;12688;BAIRRO VILA GAUCHA;7;ESPIRITO SANTO;2;2;5438;85.966-198;Ativo
154083;Unidade;345210;12688;BAIRRO VILA GAUCHA;91;ARI BRANCO DA ROSA;2;1;1100;85.966-220;Ativo
154075;Unidade;345172;12688;BAIRRO VILA GAUCHA;91;ARI BRANCO DA ROSA;1;4;1099;85.966-220;Ativo
154067;Unidade;345164;12688;BAIRRO VILA GAUCHA;7;ESPIRITO SANTO;1;3;5504;85.966-198;Ativo
154059;Unidade;345156;12688;BAIRRO VILA GAUCHA;7;ESPIRITO SANTO;1;2;5518;85.966-198;Ativo
154040;Unidade;345148;12688;BAIRRO VILA GAUCHA;7;ESPIRITO SANTO;1;1;5540;85.966-198;Ativo
154032;Terreno;;12686;BAIRRO ANA PAULA;20;HELMUTH PRIESNITZ;9;6;;85.960-444;Ativo
154024;Terreno;;12686;BAIRRO ANA PAULA;20;HELMUTH PRIESNITZ;9;5;;85.960-444;Ativo
154016;Terreno;;12686;BAIRRO ANA PAULA;20;HELMUTH PRIESNITZ;9;4;;85.960-444;Ativo
153982;Terreno;;12686;BAIRRO ANA PAULA;527;LEONEL SANDER;9;1;;85.960-404;Ativo
153974;Unidade;341215;12686;BAIRRO ANA PAULA;527;LEONEL SANDER;8;6;1029;85.960-404;Ativo
153958;Terreno;;12686;BAIRRO ANA PAULA;44;INDEPENDENCIA;8;4;5588;85.960-402;Ativo
153940;Unidade;341207;12686;BAIRRO ANA PAULA;44;INDEPENDENCIA;8;3;5574;85.960-402;Ativo
153931;Unidade;341185;12686;BAIRRO ANA PAULA;241;RIO MIRANDA;8;2;1058;85.960-442;Ativo
153915;Terreno;;12686;BAIRRO ANA PAULA;44;INDEPENDENCIA;7;5;;85.960-402;Ativo
153907;Terreno;;12686;BAIRRO ANA PAULA;44;INDEPENDENCIA;7;03/abr;;85.960-402;Ativo
153893;Terreno;;12686;BAIRRO ANA PAULA;44;INDEPENDENCIA;7;02/mar;;85.960-402;Ativo
153885;Terreno;;12686;BAIRRO ANA PAULA;44;INDEPENDENCIA;7;01/fev;;85.960-402;Ativo
153877;Terreno;;12686;BAIRRO ANA PAULA;241;RIO MIRANDA;7;1;;85.960-442;Ativo
153869;Terreno;;12686;BAIRRO ANA PAULA;44;INDEPENDENCIA;6;3;;85.960-402;Ativo
153850;Unidade;341070;12686;BAIRRO ANA PAULA;44;INDEPENDENCIA;6;2;5515;85.960-402;Ativo
153842;Unidade;341061;12686;BAIRRO ANA PAULA;44;INDEPENDENCIA;6;1;5491;85.960-402;Ativo
153834;Unidade;341037;12686;BAIRRO ANA PAULA;43;RIO NEGRO;5;6;201;85.960-408;Ativo
153826;Unidade;341002;12686;BAIRRO ANA PAULA;241;RIO MIRANDA;5;5;1041;85.960-442;Ativo
153818;Unidade;340995;12686;BAIRRO ANA PAULA;44;INDEPENDENCIA;5;4;5514;85.960-402;Ativo
153800;Unidade;340987;12686;BAIRRO ANA PAULA;44;INDEPENDENCIA;5;3;5506;85.960-402;Ativo
153796;Unidade;340979;12686;BAIRRO ANA PAULA;240;RIO FORMOSO;5;2;1060;85.960-440;Ativo
153788;Unidade;340960;12686;BAIRRO ANA PAULA;43;RIO NEGRO;5;1;175;85.960-408;Ativo
153770;Terreno;;12686;BAIRRO ANA PAULA;43;RIO NEGRO;4;8;;85.960-408;Ativo
153761;Terreno;;12686;BAIRRO ANA PAULA;43;RIO NEGRO;4;7;129;85.960-408;Ativo
153753;Terreno;;12686;BAIRRO ANA PAULA;43;RIO NEGRO;4;6;;85.960-408;Ativo
153745;Terreno;;12686;BAIRRO ANA PAULA;44;INDEPENDENCIA;4;5;;85.960-402;Ativo
153737;Terreno;;12686;BAIRRO ANA PAULA;44;INDEPENDENCIA;4;4;;85.960-402;Ativo
153729;Terreno;;12686;BAIRRO ANA PAULA;44;INDEPENDENCIA;4;3;;85.960-402;Ativo
153710;Unidade;340952;12686;BAIRRO ANA PAULA;44;INDEPENDENCIA;4;2;5418;85.960-402;Ativo
153702;Unidade;340936;12686;BAIRRO ANA PAULA;22;RIO MADEIRA;4;1;1026;85.960-438;Ativo
153664;Terreno;;12686;BAIRRO ANA PAULA;44;INDEPENDENCIA;2;4;;85.960-402;Ativo
153648;Unidade;340871;12686;BAIRRO ANA PAULA;44;INDEPENDENCIA;2;02/mar;5355;85.960-402;Ativo
153621;Unidade;340863;12686;BAIRRO ANA PAULA;43;RIO NEGRO;1;10;39;85.960-408;Ativo
153613;Unidade;340855;12686;BAIRRO ANA PAULA;43;RIO NEGRO;1;9;47;85.960-408;Ativo
153605;Unidade;340847;12686;BAIRRO ANA PAULA;43;RIO NEGRO;1;8;71;85.960-408;Ativo
153591;Unidade;340839;12686;BAIRRO ANA PAULA;44;INDEPENDENCIA;1;7;5390;85.960-402;Ativo
153575;Unidade;340820;12686;BAIRRO ANA PAULA;44;INDEPENDENCIA;1;5;5362;85.960-402;Ativo
153567;Unidade;340812;12686;BAIRRO ANA PAULA;44;INDEPENDENCIA;1;4;5332;85.960-402;Ativo
153559;Unidade;340804;12686;BAIRRO ANA PAULA;19;GENERAL RONDON;1;3;1056;85.960-436;Ativo
153540;Terreno;;12686;BAIRRO ANA PAULA;19;GENERAL RONDON;1;2;;85.960-436;Ativo
153532;Unidade;340790;12686;BAIRRO ANA PAULA;19;GENERAL RONDON;1;1;1026;85.960-436;Ativo
153524;Unidade;282510;12698;BAIRRO ESPIGAO;126;MARANHAO;1;5;800;85.960-078;Ativo
153516;Unidade;333492;12677;BAIRRO CENTRO;15;MATO GROSSO;76;8;1607;85.960-154;Ativo
153486;Unidade;327417;12677;BAIRRO CENTRO;8;RIO DE JANEIRO;112;11/A;1640;85.960-140;Ativo
153478;Unidade;327409;12677;BAIRRO CENTRO;8;RIO DE JANEIRO;112;11/B;1597;85.960-140;Ativo
153451;Unidade;276405;12678;BAIRRO ALVORADA;121;CURITIBA;7;16/A;135;85.963-248;Ativo
153443;Unidade;259748;12677;BAIRRO CENTRO;9;SAO PAULO;104;03/04/A;677;85.960-142;Ativo
153435;Unidade;259748;12677;BAIRRO CENTRO;9;SAO PAULO;104;03/04/A;677;85.960-142;Ativo
153427;Unidade;259748;12677;BAIRRO CENTRO;9;SAO PAULO;104;03/04/A;677;85.960-142;Ativo
153419;Unidade;259748;12677;BAIRRO CENTRO;9;SAO PAULO;104;03/04/A;677;85.960-142;Ativo
153400;Unidade;259748;12677;BAIRRO CENTRO;9;SAO PAULO;104;03/04/A;677;85.960-142;Ativo
153397;Unidade;259748;12677;BAIRRO CENTRO;9;SAO PAULO;104;03/04/A;677;85.960-142;Ativo
153389;Unidade;259748;12677;BAIRRO CENTRO;9;SAO PAULO;104;03/04/A;677;85.960-142;Ativo
153370;Unidade;259748;12677;BAIRRO CENTRO;9;SAO PAULO;104;03/04/A;677;85.960-142;Ativo
153362;Unidade;259748;12677;BAIRRO CENTRO;9;SAO PAULO;104;03/04/A;677;85.960-142;Ativo
153354;Unidade;259748;12677;BAIRRO CENTRO;9;SAO PAULO;104;03/04/A;677;85.960-142;Ativo
153346;Unidade;259748;12677;BAIRRO CENTRO;9;SAO PAULO;104;03/04/A;677;85.960-142;Ativo
153338;Unidade;259748;12677;BAIRRO CENTRO;9;SAO PAULO;104;03/04/A;677;85.960-142;Ativo
153320;Unidade;259748;12677;BAIRRO CENTRO;9;SAO PAULO;104;03/04/A;677;85.960-142;Ativo
153311;Unidade;259748;12677;BAIRRO CENTRO;9;SAO PAULO;104;03/04/A;677;85.960-142;Ativo
153303;Unidade;259730;12677;BAIRRO CENTRO;37;7 DE SETEMBRO;104;03/abr;877;85.960-170;Ativo
153290;Unidade;259730;12677;BAIRRO CENTRO;37;7 DE SETEMBRO;104;03/abr;877;85.960-170;Ativo
153281;Unidade;259730;12677;BAIRRO CENTRO;37;7 DE SETEMBRO;104;03/abr;877;85.960-170;Ativo
153273;Unidade;259730;12677;BAIRRO CENTRO;37;7 DE SETEMBRO;104;03/abr;877;85.960-170;Ativo
153249;Unidade;259730;12677;BAIRRO CENTRO;37;7 DE SETEMBRO;104;03/abr;877;85.960-170;Ativo
153230;Unidade;259730;12677;BAIRRO CENTRO;37;7 DE SETEMBRO;104;03/abr;877;85.960-170;Ativo
153222;Unidade;259730;12677;BAIRRO CENTRO;37;7 DE SETEMBRO;104;03/abr;877;85.960-170;Ativo
153214;Unidade;259730;12677;BAIRRO CENTRO;37;7 DE SETEMBRO;104;03/abr;877;85.960-170;Ativo
153206;Unidade;259730;12677;BAIRRO CENTRO;37;7 DE SETEMBRO;104;03/abr;877;85.960-170;Ativo
153192;Unidade;259730;12677;BAIRRO CENTRO;37;7 DE SETEMBRO;104;03/abr;877;85.960-170;Ativo
153184;Unidade;259730;12677;BAIRRO CENTRO;37;7 DE SETEMBRO;104;03/abr;877;85.960-170;Ativo
153176;Unidade;259730;12677;BAIRRO CENTRO;37;7 DE SETEMBRO;104;03/abr;877;85.960-170;Ativo
153168;Unidade;259730;12677;BAIRRO CENTRO;37;7 DE SETEMBRO;104;03/abr;877;85.960-170;Ativo
153150;Unidade;259730;12677;BAIRRO CENTRO;37;7 DE SETEMBRO;104;03/abr;877;85.960-170;Ativo
153141;Unidade;259730;12677;BAIRRO CENTRO;37;7 DE SETEMBRO;104;03/abr;877;85.960-170;Ativo
153133;Unidade;259730;12677;BAIRRO CENTRO;37;7 DE SETEMBRO;104;03/abr;877;85.960-170;Ativo
153125;Unidade;259730;12677;BAIRRO CENTRO;37;7 DE SETEMBRO;104;03/abr;877;85.960-170;Ativo
153117;Unidade;259730;12677;BAIRRO CENTRO;37;7 DE SETEMBRO;104;03/abr;877;85.960-170;Ativo
153109;Unidade;259730;12677;BAIRRO CENTRO;37;7 DE SETEMBRO;104;03/abr;877;85.960-170;Ativo
153095;Unidade;259730;12677;BAIRRO CENTRO;37;7 DE SETEMBRO;104;03/abr;877;85.960-170;Ativo
153087;Unidade;259730;12677;BAIRRO CENTRO;37;7 DE SETEMBRO;104;03/abr;877;85.960-170;Ativo
153079;Unidade;259730;12677;BAIRRO CENTRO;37;7 DE SETEMBRO;104;03/abr;877;85.960-170;Ativo
153060;Unidade;259730;12677;BAIRRO CENTRO;37;7 DE SETEMBRO;104;03/abr;877;85.960-170;Ativo
153052;Unidade;259730;12677;BAIRRO CENTRO;37;7 DE SETEMBRO;104;03/abr;877;85.960-170;Ativo
153044;Unidade;265462;12677;BAIRRO CENTRO;37;7 DE SETEMBRO;22;12;;85.960-170;Ativo
153036;Unidade;265462;12677;BAIRRO CENTRO;37;7 DE SETEMBRO;22;12;385;85.960-170;Ativo
153028;Unidade;265462;12677;BAIRRO CENTRO;37;7 DE SETEMBRO;22;12;385;85.960-170;Ativo
153010;Unidade;265462;12677;BAIRRO CENTRO;37;7 DE SETEMBRO;22;12;385;85.960-170;Ativo
153001;Unidade;265462;12677;BAIRRO CENTRO;37;7 DE SETEMBRO;22;12;385;85.960-170;Ativo
152994;Unidade;265462;12677;BAIRRO CENTRO;37;7 DE SETEMBRO;22;12;385;85.960-170;Ativo
152986;Unidade;265462;12677;BAIRRO CENTRO;37;7 DE SETEMBRO;22;12;385;85.960-170;Ativo
152978;Unidade;265462;12677;BAIRRO CENTRO;37;7 DE SETEMBRO;22;12;385;85.960-170;Ativo
152960;Unidade;265462;12677;BAIRRO CENTRO;37;7 DE SETEMBRO;22;12;385;85.960-170;Ativo
152951;Unidade;265462;12677;BAIRRO CENTRO;37;7 DE SETEMBRO;22;12;385;85.960-170;Ativo
152943;Unidade;265462;12677;BAIRRO CENTRO;37;7 DE SETEMBRO;22;12;385;85.960-170;Ativo
152935;Unidade;265462;12677;BAIRRO CENTRO;37;7 DE SETEMBRO;22;12;385;85.960-170;Ativo
152927;Unidade;265462;12677;BAIRRO CENTRO;37;7 DE SETEMBRO;22;12;385;85.960-170;Ativo
152919;Unidade;265462;12677;BAIRRO CENTRO;37;7 DE SETEMBRO;22;12;385;85.960-170;Ativo
152900;Unidade;265462;12677;BAIRRO CENTRO;37;7 DE SETEMBRO;22;12;385;85.960-170;Ativo
152897;Unidade;265462;12677;BAIRRO CENTRO;37;7 DE SETEMBRO;22;12;385;85.960-170;Ativo
152889;Unidade;265462;12677;BAIRRO CENTRO;37;7 DE SETEMBRO;22;12;385;85.960-170;Ativo
152870;Unidade;265462;12677;BAIRRO CENTRO;37;7 DE SETEMBRO;22;12;385;85.960-170;Ativo
152862;Unidade;265462;12677;BAIRRO CENTRO;37;7 DE SETEMBRO;22;12;385;85.960-170;Ativo
152854;Unidade;265462;12677;BAIRRO CENTRO;37;7 DE SETEMBRO;22;12;385;85.960-170;Ativo
152846;Unidade;265462;12677;BAIRRO CENTRO;37;7 DE SETEMBRO;22;12;375;85.960-170;Ativo
152838;Unidade;265462;12677;BAIRRO CENTRO;37;7 DE SETEMBRO;22;12;380;85.960-170;Ativo
152820;Unidade;265462;12677;BAIRRO CENTRO;37;7 DE SETEMBRO;22;12;390;85.960-170;Ativo
152811;Unidade;265462;12677;BAIRRO CENTRO;37;7 DE SETEMBRO;22;12;395;85.960-170;Ativo
152803;Unidade;265462;12677;BAIRRO CENTRO;37;7 DE SETEMBRO;22;12;363;85.960-170;Ativo
152790;Terreno;;10;DISTRITO DE PORTO MENDES;268;NILO PECANHA;97;22;;85.973-006;Ativo
152781;Terreno;;10;DISTRITO DE PORTO MENDES;268;NILO PECANHA;97;21;;85.973-006;Ativo
152773;Terreno;;10;DISTRITO DE PORTO MENDES;268;NILO PECANHA;97;20;;85.973-006;Ativo
152765;Terreno;;10;DISTRITO DE PORTO MENDES;268;NILO PECANHA;97;19;;85.973-006;Ativo
152757;Terreno;;10;DISTRITO DE PORTO MENDES;251;RICARDO MOCCARI;97;18;;85.973-032;Ativo
152749;Terreno;;10;DISTRITO DE PORTO MENDES;251;RICARDO MOCCARI;97;17;;85.973-032;Ativo
152730;Terreno;;10;DISTRITO DE PORTO MENDES;251;RICARDO MOCCARI;97;16;;85.973-032;Ativo
152722;Terreno;;10;DISTRITO DE PORTO MENDES;251;RICARDO MOCCARI;97;15;;85.973-032;Ativo
152714;Terreno;;10;DISTRITO DE PORTO MENDES;251;RICARDO MOCCARI;97;14;;85.973-032;Ativo
152706;Terreno;;10;DISTRITO DE PORTO MENDES;251;RICARDO MOCCARI;97;13;;85.973-032;Ativo
152692;Terreno;;10;DISTRITO DE PORTO MENDES;251;RICARDO MOCCARI;97;12;;85.973-032;Ativo
152684;Terreno;;10;DISTRITO DE PORTO MENDES;269;RUI BARBOSA;97;11;;85.973-004;Ativo
152676;Terreno;;10;DISTRITO DE PORTO MENDES;269;RUI BARBOSA;97;10;;85.973-004;Ativo
152668;Terreno;;10;DISTRITO DE PORTO MENDES;269;RUI BARBOSA;97;9;;85.973-004;Ativo
152650;Terreno;;10;DISTRITO DE PORTO MENDES;269;RUI BARBOSA;97;8;;85.973-004;Ativo
152641;Terreno;;10;DISTRITO DE PORTO MENDES;250;GUANABARA;97;7;;85.973-034;Ativo
152633;Terreno;;10;DISTRITO DE PORTO MENDES;250;GUANABARA;97;6;;85.973-034;Ativo
152625;Terreno;;10;DISTRITO DE PORTO MENDES;250;GUANABARA;97;5;;85.973-034;Ativo
152617;Terreno;;10;DISTRITO DE PORTO MENDES;250;GUANABARA;97;4;;85.973-034;Ativo
152609;Terreno;;10;DISTRITO DE PORTO MENDES;250;GUANABARA;97;3;;85.973-034;Ativo
152595;Terreno;;10;DISTRITO DE PORTO MENDES;250;GUANABARA;97;2;;85.973-034;Ativo
152579;Unidade;372790;9;DISTRITO DE NOVO HORIZONTE;348;JOSÉ FORLIN;3;01/mar;S/N;85.971-004;Ativo
152560;Terreno;;10;DISTRITO DE PORTO MENDES;269;RUI BARBOSA;112;22;;85.973-004;Ativo
152552;Terreno;;10;DISTRITO DE PORTO MENDES;269;RUI BARBOSA;112;21;;85.973-004;Ativo
152544;Terreno;;10;DISTRITO DE PORTO MENDES;269;RUI BARBOSA;112;20;;85.973-004;Ativo
152510;Terreno;;10;DISTRITO DE PORTO MENDES;251;RICARDO MOCCARI;112;17;;85.973-032;Ativo
152501;Terreno;;10;DISTRITO DE PORTO MENDES;251;RICARDO MOCCARI;112;16;;85.973-032;Ativo
152498;Terreno;;10;DISTRITO DE PORTO MENDES;251;RICARDO MOCCARI;112;15;;85.973-032;Ativo
152480;Terreno;;10;DISTRITO DE PORTO MENDES;251;RICARDO MOCCARI;112;14;;85.973-032;Ativo
152471;Unidade;365629;10;DISTRITO DE PORTO MENDES;251;RICARDO MOCCARI;112;13;443;85.973-032;Ativo
152463;Terreno;;10;DISTRITO DE PORTO MENDES;251;RICARDO MOCCARI;112;12;;85.973-032;Ativo
152455;Terreno;;10;DISTRITO DE PORTO MENDES;270;RIO BRANCO;112;11;;85.973-002;Ativo
152447;Terreno;;10;DISTRITO DE PORTO MENDES;270;RIO BRANCO;112;10;;85.973-002;Ativo
152439;Terreno;;10;DISTRITO DE PORTO MENDES;270;RIO BRANCO;112;9;;85.973-002;Ativo
152420;Terreno;;10;DISTRITO DE PORTO MENDES;270;RIO BRANCO;112;8;;85.973-002;Ativo
152412;Terreno;;10;DISTRITO DE PORTO MENDES;250;GUANABARA;112;7;;85.973-034;Ativo
152404;Terreno;;10;DISTRITO DE PORTO MENDES;250;GUANABARA;112;6;;85.973-034;Ativo
152390;Terreno;;10;DISTRITO DE PORTO MENDES;250;GUANABARA;112;5;;85.973-034;Ativo
152382;Terreno;;10;DISTRITO DE PORTO MENDES;250;GUANABARA;112;4;;85.973-034;Ativo
152374;Terreno;;10;DISTRITO DE PORTO MENDES;250;GUANABARA;112;3;;85.973-034;Ativo
152366;Terreno;;10;DISTRITO DE PORTO MENDES;250;GUANABARA;112;2;;85.973-034;Ativo
152358;Unidade;338974;12686;BAIRRO ANA PAULA;18057;PRESIDENTE CASTELO BRANCO;2;1;499;85.960-432;Ativo
152340;Terreno;;12677;BAIRRO CENTRO;15;MATO GROSSO;17-A;1-B;;85.960-154;Ativo
152331;Unidade;274941;12678;BAIRRO ALVORADA;120;VITORIA;4;8;381;85.963-250;Ativo
152323;Unidade;334219;12677;BAIRRO CENTRO;15;MATO GROSSO;41;3;888;85.960-154;Ativo
152315;Unidade;334219;12677;BAIRRO CENTRO;15;MATO GROSSO;41;3;888;85.960-154;Ativo
152307;Unidade;334219;12677;BAIRRO CENTRO;15;MATO GROSSO;41;3;888;85.960-154;Ativo
152293;Unidade;334219;12677;BAIRRO CENTRO;15;MATO GROSSO;41;3;888;85.960-154;Ativo
152285;Unidade;334219;12677;BAIRRO CENTRO;15;MATO GROSSO;41;3;888;85.960-154;Ativo
152277;Unidade;334219;12677;BAIRRO CENTRO;15;MATO GROSSO;41;3;888;85.960-154;Ativo
152269;Unidade;334219;12677;BAIRRO CENTRO;15;MATO GROSSO;41;3;888;85.960-154;Ativo
152250;Unidade;334219;12677;BAIRRO CENTRO;40;MARIPA;41;3;2;85.960-176;Ativo
152242;Unidade;334219;12677;BAIRRO CENTRO;15;MATO GROSSO;41;3;888;85.960-154;Ativo
152234;Unidade;334219;12677;BAIRRO CENTRO;15;MATO GROSSO;41;3;888;85.960-154;Ativo
152226;Unidade;334219;12677;BAIRRO CENTRO;15;MATO GROSSO;41;3;888;85.960-154;Ativo
152218;Unidade;334219;12677;BAIRRO CENTRO;15;MATO GROSSO;41;3;888;85.960-154;Ativo
152200;Unidade;334219;12677;BAIRRO CENTRO;15;MATO GROSSO;41;3;888;85.960-154;Ativo
152196;Unidade;334219;12677;BAIRRO CENTRO;15;MATO GROSSO;41;3;888;85.960-154;Ativo
152048;Unidade;260029;12677;BAIRRO CENTRO;8;RIO DE JANEIRO;107;12;1060;85.960-140;Ativo
152030;Unidade;260029;12677;BAIRRO CENTRO;8;RIO DE JANEIRO;107;12;1060;85.960-140;Ativo
152021;Unidade;260029;12677;BAIRRO CENTRO;8;RIO DE JANEIRO;107;12;1060;85.960-140;Ativo
152013;Unidade;260029;12677;BAIRRO CENTRO;8;RIO DE JANEIRO;107;12;1060;85.960-140;Ativo
152005;Unidade;260029;12677;BAIRRO CENTRO;8;RIO DE JANEIRO;107;12;1060;85.960-140;Ativo
